id;calories;proteins;fat;carbohydrate;name;image
549;374;9,4;2,2;79,1;Jagung titi;https://www.goodnewsfromindonesia.id/uploads/post/large-jagung-titi-khas-nusa-tenggara-timur-tagar-auto-x2-6d59375d908da9e03022e47ce4038409.jpg
390;368;0;0;95;Gula Aren;https://pertanian.uma.ac.id/wp-content/uploads/2023/02/61b16531c9fe7.jpg
618;381;40,4;16,7;24,9;Kacang kedelai kering;https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/10/26/a9bc5ef4-e063-4d3f-933e-50af2da28c3e.jpg
936;376;14,9;6;65,7;Oncom ampas kacang hijau;79282965_4a911ce8-9d69-4db9-98c3-9efe78d49d24_724_724 (700×700) (tokopedia.net)
786;370;8;1;82,2;Koya mirasa;https://nilaigizi.com/assets/images/produk/produk_1538365100.jpg
319;382;55,7;14,1;8;Dendeng belut goreng;https://selerasa.com/wp-content/uploads/2015/11/images_dendeng-belut.JPG
110;369;9,5;1,4;77,1;Beras giling var pelita mentah;https://rottebakery.com/wp-content/uploads/2022/06/white-rice-flour-small-bowl-with-rice-plant.jpg
596;370;16;6;65;Kacang bogor kering;https://id-live-01.slatic.net/p/255d3fb8b6f1958112878b186718fe18.jpg
541;368;5,5;4,6;78;Jagung pipil var. metro kering;https://cdn.antaranews.com/cache/800x533/2011/05/20110519103631tanaman.gif
1066;364;0,1;0,2;90,5;Sagu Rendang;https://img-global.cpcdn.com/recipes/52dbe680ea623036/1200x630cq70/photo.jpg
540;367;6,2;5,1;76,2;Jagung pipil var. harapan kering;https://s2.bukalapak.com/img/7921308452/large/IMG_20180418_WA0037_scaled.jpg
106;364;3,4;0,7;86,3;Beras ganyong;https://www.agrofarm.co.id/wp-content/uploads/2022/04/Ganyong-e1651331774497.jpg
1297;392;5,4;28,5;28,4;Toge -Tahu makanan;https://awsimages.detik.net.id/community/media/visual/2021/09/21/resep-tumis-tahu-kuning-dan-tauge.jpeg?w=1200
202;366;11;3,3;73;Cantel mentah;https://nilaigizi.com/assets/images/produk/produk_1565757095.jpg
1254;364;4,5;1;83,5;Tepung Hunkwee;https://asset.kompas.com/crops/-PhMtDs3f739r-goggD3ULYWRqc=/0x0:1000x667/750x500/data/photo/2021/03/05/604233c7c6d87.jpg
1252;363;1,1;0,5;88,2;Tepung Gaplek;https://img.freepik.com/free-photo/top-view-white-flour-inside-plate-white-background-flour-dust-dough-bake-raw_140725-74825.jpg?w=1060&t=st=1684235485~exp=1684236085~hmac=1d60bc879ed765bb275e9c93fe0d3b1490efdda75be5144d6517751fab70be00
1265;363;1,1;0,5;88,2;Tepung singkong/ Tapioka;https://jakarta.akurat.co/storage/2023/05/tentang-tepung-tapioka.jpg
1271;365;8,9;1,3;77,3;Tepung Terigu;https://s3.bukalapak.com/attachment/344332/kandungan_tepung_terigu_image_1.jpg
532;366;9,8;7,3;69,1;Jagung kuning pipil kering mentah;https://images.tokopedia.net/img/cache/700/VqbcmM/2021/3/9/46770004-bb6d-4090-9004-d533f57099b6.jpg
880;369;2,1;7;74,1;Masekat;https://img-global.cpcdn.com/recipes/af253cf910c76d69/1200x630cq70/photo.jpg
750;340;30;30;52;Kerupuk Udang ;https://cdn0-production-images-kly.akamaized.net/ihQHCeKhKldhY8YlTDkiu0ObeqE=/261x0:928x667/1200x900/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3265798/original/012419700_1602564070-shutterstock_1736290877.jpg
785;366;4,2;4,3;77,5;Koya;https://cf.shopee.co.id/file/25e9b3e3d818ae999bd0736ff56ca58b
129;364;6,8;0,6;80,1;Beras Parboiled;https://nilaigizi.com/assets/images/produk/produk_1565756452.jpeg
1249;364;7;0,5;80;Tepung Beras;https://assets-a1.kompasiana.com/items/album/2020/02/28/manfaat-tepung-beras-5e58bf75097f361834666d32.jpg
826;367;46,4;5,4;32,5;Lamtoro var. gung tanpa kulit;https://cdn-2.tstatic.net/jateng/foto/bank/images/lamtoro.jpg
195;367;15,9;6,2;61,8;Cabai merah kering;https://images.tokopedia.net/img/cache/700/product-1/2020/1/7/44364556/44364556_3ec62498-a7f5-4370-9a73-06ca62573e39_1024_1024
860;363;8,7;0,4;78,7;Makaroni;https://img.freepik.com/free-photo/horizontal-view-butterfly-uncooked-pastas-brown-bowl-mixed-color-table-high-resolution-photo_140725-86866.jpg?w=1060&t=st=1684233335~exp=1684233935~hmac=5e53a5f2f8d8db6b49b05831a1ffda6004b9b1fc696423217781874c3ef92e9c
1334;363;8,7;0,4;78,7;Vermicelli;https://bakeitwithlove.com/wp-content/uploads/2022/10/what-is-vermicelli-sq.jpg
1269;362;35,6;1;52;Tepung Susu Skim;https://asset-a.grid.id/crop/0x0:0x0/x/photo/2020/03/31/1491871723.jpg
174;365;49,6;4,8;30,8;Buaya daging dendeng mentah;https://cf.shopee.co.id/file/e818d175e0423862b94c46e45e1ce055
132;363;7,6;1,1;78,3;Beras Setengah Giling;https://media.istockphoto.com/id/1028702012/id/foto/beras-beras-setengah-giling-atau-beras-sekam.jpg?s=170667a&w=0&k=20&c=Jb-uK5CIE8eS7em_tTN1mI7vwFDbh_D3-ud50g1ODjc=
966;362;0,5;0,3;86,9;Pati Singkong (tapioka);https://img.my-best.id/content_section/beforehand_tips/4e0654064c1f4f6c6f82ca43010f122e.jpg?ixlib=rails-4.3.1&q=70&lossless=0&w=690&fit=max&s=a3da0b23fcedeb9e0f0e9f86034c1225
1067;362;0,5;0,3;86,9;Sagu singkong kering;https://cf.shopee.co.id/file/7fac4b96fb9f443f661cba672244588d
327;368;2,6;8,6;70;Dodol banjarmasin;https://indonesiakaya.com/wp-content/uploads/2020/10/4__Sentra_pembuatan_dodol_Kandangan_berada_di_kabupaten_Hulu_Sungai_Selatan_kota_Banjarmasin_Kalimantan_Selatan_edit.jpg
120;362;6,7;0,7;79,4;Beras Ketan Putih;https://img.freepik.com/free-photo/milled-rice-bowl-wooden-spoon-black-cement-floor_1150-20058.jpg?w=1060&t=st=1683884494~exp=1683885094~hmac=087d2b8d5b7ba0d5d39291bc84cfdab7dd5e308ae534fd542be811d73f1b8eed
123;361;7,4;0,8;78,4;Beras Ketan Putih tumbuk;https://www.melatiputrajaya.com/wp-content/uploads/2021/02/Tepung-Beras-Ketan-sumber-Bola-Keluarga.jpg
124;361;7,4;0,8;78,4;Beras ketan putih tumbuk mentah;https://s1.bukalapak.com/img/13260261701/large/data.jpeg
1179;359;35,6;1;52;Susu skim bubuk;https://nilaigizi.com/assets/images/produk/produk_1535867844.jpg
392;356;0,4;0,5;90,6;Gula Merah Tebu belum dimurnikan;https://img.my-best.id/content_section/choice_component/contents/31f66e56783bda930982232d7debc6ca.jpg?ixlib=rails-4.3.1&q=70&lossless=0&w=690&fit=max&s=3f720921b474d65bdf6d775ab995d54c
127;362;7,7;4,4;73;Beras menir mentah;https://cf.shopee.co.id/file/545e238984fb60430e0c5974baa50a67
137;360;4,7;0,1;82,1;Bihun;https://ik.imagekit.io/dcjlghyytp1/2020/03/curry-1609780_1920.jpg?tr=f-auto
529;361;8,7;4,5;72,4;Jagung Kuning giling;https://i0.wp.com/hobiternak.com/wp-content/uploads/2018/10/Jagung-Giling.jpg?ssl=1
542;361;8,7;4,5;72,4;Jagung Putih giling;https://s.alicdn.com/@sc04/kf/Af5e0567d01f840f1be84540684200cabd.png
107;360;6,8;0,7;78,9;Beras Giling;https://images.pexels.com/photos/4187621/pexels-photo-4187621.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
113;358;5,5;0,1;82,7;Beras jagung kuning kering mentah;https://thumbs.vdvc.id/olret/images/original/2022/07/21/62d900a97984b-manfaat-tepung-jagung_olret.jpg
188;368;23;15;40;Bungkil Kelapa;https://images.tokopedia.net/img/cache/700/hDjmkQ/2022/1/29/4e91f29e-92d7-4178-a7d2-774f994714e1.jpg
638;357;17,3;1,5;70;Kacang Panjang biji;https://cf.shopee.co.id/file/85c586f13afe37142fd479dec06fa623
926;357;8,8;0,5;79,5;Nasi jagung;https://tokohinspiratif.id/wp-content/uploads/2019/03/WhatsApp-Image-2019-03-25-at-16.10.19-1280x640.jpeg
330;373;4,3;16,5;51,9;Dodol manado;https://cdn-2.tstatic.net/manado/foto/bank/images/dodol-amurang_khas-manado.jpg
128;359;7,5;0,9;77,6;Beras Merah tumbuk;https://i0.wp.com/gitacinta.com/wp-content/uploads/2022/06/tepung-beras-merah.jpg?resize=650%2C276&ssl=1
118;360;8;2,3;74,5;Beras Ketan Hitam tumbuk;https://ceklist.id/wp-content/uploads/2021/08/Tepung-Ketan-Hitam-Terbaik.jpg
119;360;8;2,3;74,5;Beras ketan hitam tumbuk mentah;https://img.herstory.co.id/articles/archive_20211203/beras-hitam-20211203-092358.jpg
661;358;23,4;2,4;60,6;Kacang uci kering;https://asset.kompas.com/crops/XHI8qd19XKfLu13brPQP23b8fo0=/65x67:891x618/750x500/data/photo/2022/02/17/620dc04a8ab8f.jpg
109;357;8,4;1,7;77,1;Beras giling mentah;https://id-test-11.slatic.net/p/f39461bcbf996f071c0e206b97d62889.jpg
111;357;8,4;1,7;77,1;Beras giling var rojolele mentah;https://s0.bukalapak.com/img/06431812631/large/BERAS_ROJOLELE_25KG.png
742;356;9,7;1,1;76,9;Kerupuk kemplang panggang;https://cdns.klimg.com/merdeka.com/i/w/news/2020/11/20/1244821/content_images/670x335/20201120144433-1-ilustrasi-kemplang-001-tantri-setyorini.jpg
648;385;14;31;13;Kacang Tanah Rebus ;https://img-global.cpcdn.com/recipes/ff019c14f757cfbf/1200x630cq70/photo.jpg
1093;360;57,3;6;19,2;Sapi paru dendeng mentah;https://img-global.cpcdn.com/recipes/e709be83be77515c/680x482cq70/dendeng-paru-kering-foto-resep-utama.jpg
1060;355;0,6;1,1;85,6;Sagu aren kering;https://img-global.cpcdn.com/recipes/66e50eace9b95af6/1200x630cq70/photo.jpg
140;354;0,5;0,3;87,4;Bihun Jagung mentah;https://cdn.idntimes.com/content-images/post/20190917/ts3-afd6374f037588e5b1267149563c6ce7.jpg
587;356;20,5;4,1;61,6;Kacang Andong;https://bibitbunga.com/wp-content/uploads/2017/03/manfaat-kacang-koro-untuk-kesehatan.jpg
775;356;20,5;4,1;61,6;Koro andong kering;AF079.jpg (360×360) (andrafarm.co.id)
937;363,3;19,3;19,3;40,3;Oncom Goreng ;https://t-2.tstatic.net/medan/foto/bank/images/Resep-Oncom-Goreng-Tepung.jpg
1294;355;6,2;1,2;79,8;Tipa-tipa;https://gudangilmuku.com/wp-content/uploads/2023/03/Cara-Membuat-Tipa-Tipa-Khas-Sumatera-Utara.webp
134;354;7,8;0,4;79,9;Beras tumbuk mentah;https://nilaigizi.com/assets/images/produk/produk_1565756824.jpeg
381;360;1,3;6,4;74,3;Getuk goreng;https://resepkoki.id/wp-content/uploads/2016/03/Resep-Getuk-goreng.jpg
1272;354;2,8;0,6;84,4;Tepung Ubi Ungu;https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full//88/MTA-24103752/no_brand_tepung_organik_tepung_ubi_ungu_100gr_bubur_bayi_sehat_organic_rice_flour_murah_full01_r3k7h2n1.jpg
533;355;9,2;3,9;73,7;Jagung Kuning pipil lama;https://img.freepik.com/free-photo/heap-grains-maiz-background-pile_1417-409.jpg?w=1060&t=st=1684231990~exp=1684232590~hmac=fe077cdb34e08b9400fe5947a004f01634731054b42142ff29ea2ae9c6a7c519
536;355;9,2;3,9;73,7;Jagung kuning tepung;https://asset.kompas.com/crops/DML-7ulQtT9LImhG3ktsEsZGSvk=/0x0:780x520/780x390/data/photo/2020/06/28/5ef8bf9a2b929.jpg
545;355;9,2;3,9;73,7;Jagung Putih pipil lama;https://sg-live-01.slatic.net/p/2d3e9d117d7da5fe175c4490faa98074.jpg
1256;355;9,2;3,9;73,7;Tepung Jagung Kuning;https://thumbs.vdvc.id/olret/images/original/2022/07/21/62d900a97984b-manfaat-tepung-jagung_olret.jpg
1257;355;9,2;3,9;73,7;Tepung jagung putih;https://images.tokopedia.net/img/cache/500-square/product-1/2020/4/30/100792539/100792539_dc308d17-cad0-4f85-af2e-44b564a788e4_512_372.jpg
888;359;11,5;6,8;64,4;Merica;https://akcdn.detik.net.id/community/media/visual/2019/12/10/c78ea524-99d4-42ec-b2d7-5d8b498aa18a_43.jpeg?w=250&q=
115;356;7;0,7;78;Beras Ketan Hitam;https://img.herstory.co.id/articles/archive_20211203/beras-hitam-20211203-092358.jpg
896;353;0,3;0;88;Mie Bendo;https://img-global.cpcdn.com/recipes/bdd43198a013a918/680x482cq70/mie-lethekmie-bendo-goreng-foto-resep-utama.jpg
404;389;16,9;35;0,3;Ham;https://bakeitwithlove.com/wp-content/uploads/2021/12/glazed-honey-ham-sq.jpg
411;380;33,6;27,5;0;Ikan Asin bilis goreng;https://img-global.cpcdn.com/recipes/446879a009d58694/1200x630cq70/photo.jpg
1248;355;0,7;0,2;85,2;Tepung Arrowroot;https://images.tokopedia.net/img/cache/700/product-1/2019/7/17/3324938/3324938_50c9762e-de6d-479f-8571-f624d64f47d4_1080_1080
1253;355;0,7;0,2;85,2;Tepung Garut (arrowroot);https://static.wixstatic.com/media/2e13b8_a03fa1e8610843ddb6a1532dade81046~mv2.jpg/v1/fill/w_980,h_551,al_c,q_85,usm_0.66_1.00_0.01/2e13b8_a03fa1e8610843ddb6a1532dade81046~mv2.jpg
1266;353;2,9;0,5;84,4;Tepung Sukun;https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full//103/MTA-9417298/lingkar-organik_lingkar-organik_full01.jpg
623;355;17;2,5;66;Kacang kuning kering;https://img.lovepik.com/photo/20211125/medium/lovepik-soybean-picture_501067376.jpg
1250;353;7;0,5;80;Tepung beras mentah;https://media.istockphoto.com/id/1304420353/id/foto/tepung-beras-dengan-pot-beras-mentah-di-samping-bahan-kuliner.jpg?s=612x612&w=0&k=20&c=ervEzTPBVtgBqURvnvYGn8OXhVaAlNqCSYMZSPY1uVo=
130;353;6,8;0,6;80;Beras parboiled;https://media.istockphoto.com/id/682901376/id/foto/kantong-penuh-beras-parboiled.jpg?s=170667a&w=0&k=20&c=XIjpCICb6eaZjgGTPXA-gGGo2EQHtQmwnNHny3ce_m8=
1205;358;7,5;4,3;70,4;Tauco cap DAS cake;https://images.tokopedia.net/img/cache/700/VqbcmM/2021/8/9/d62d5182-bae6-4679-a274-61c273ed1d2e.jpg
1295;353;2,4;1,1;83,4;Tiwul  ;https://asset.kompas.com/crops/_Lav4KVP5NTBM2GTsDVtTxgCx08=/70x0:914x563/750x500/data/photo/2021/12/03/61a9f9d558fc0.jpg
773;352;17,4;1,3;69;Kopi bagian yang larut;https://cdn1-production-images-kly.akamaized.net/hapr3rDjLzJcczX2rWbC4f9DUgk=/1200x1200/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/3412827/original/090341300_1616835451-pexels-photo-977876.jpeg
610;350;17,1;1,8;70,7;Kacang hijau var. bakti kering;https://cdn.hellosehat.com/wp-content/uploads/2017/10/e3bdc474-shutterstock_1458579881.jpg?w=1200&q=75
1218;383;15,1;32,9;8,3;Telur Ayam ceplok;https://asset.kompas.com/crops/iCoT-Kr0xhu1V1MGOEhihIfgbYk=/0x0:498x332/750x500/data/photo/2020/02/07/5e3d3ae57251e.jpg
1251;353;0,8;1,7;83,6;Tepung Ganyong;https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/2/20/11ed2c3a-4cbf-46c9-a1f6-cfc419aae9b4.jpg
1221;386;17;35;0,8;Telur bebek bagian kuning segar;https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2020/09/24/2217151674.jpg
1130;353;0,7;0,2;84,7;Sente talas segar;https://assets.pikiran-rakyat.com/crop/0x0:0x0/750x500/photo/2022/03/26/2627914496.png
1263;353;0,7;0,2;84,7;Tepung Sagu;https://asset.kompas.com/crops/FkVwSp5C8ixb-J9dHKbvSD9RjUw=/32x0:1000x645/750x500/data/photo/2022/03/14/622ee03456a21.jpg
344;355;17,8;4,6;60,7;Emping komak;https://s2.bukalapak.com/img/762986024/large/Cemilan__Emping_Komak_Lombok_.jpg
688;356;9;8,5;64,5;Katul Jagung;https://s2.bukalapak.com/img/2370243413/large/20180830_215736_scaled.jpg
662;354;12,8;1,8;69,3;Kacang urei kering;1200px-Painted_Pony_Bean.JPG (1200×900) (wikimedia.org)
953;351;0,9;0,9;84,9;Oyek;https://asset-a.grid.id/crop/0x0:0x0/780x800/photo/bobofoto/original/20348_nasi-oyek.JPG
660;351;12,2;1,2;72,9;Kacang tunis kering;https://sc01.alicdn.com/kf/Aa651abed773a47af8e91ae2da51df3de0.jpg
112;351;8;1,3;76,9;Beras hitam mentah;https://statik.tempo.co/data/2022/01/25/id_1083329/1083329_720.jpg
1328;380;11,9;30,3;14,9;Ulat sagu panggang;https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,w_640/v1577185515/rd2me1ecjkzvtscug50l.jpg
1098;344;30;20;43;Sari Kedelai bubuk;https://media.istockphoto.com/id/1164293425/id/foto/bubuk-susu-kedelai-dalam-piring-kayu-yang-ditempatkan-di-tumpukan-biji-kedelai.jpg?s=1024x1024&w=is&k=20&c=n1B9DzPrJKQql3O3YBHY7LseqinI8NCWyqaY9h-AKwc=
1036;350;0,9;0,4;85,7;Rasi (Beras Singkong);https://warisanbudaya.kemdikbud.go.id/dashboard/media/photos/1613027332-tetap-5.jpg
1261;350;1,2;0,6;85;Tepung Mocaf;https://akcdn.detik.net.id/visual/2021/09/13/ilustrasi-ini-ya-tepung-mocaf_169.jpeg?w=650
737;350;0,5;0,2;85,9;Kerupuk Aci;https://alatpresplastik.com/wp-content/uploads/2022/01/kekekeru.jpg
135;352;7,3;0,9;76,2;Beras tumbuk merah mentah;https://www.faunadanflora.com/wp-content/uploads/2016/10/Kandungan-gizi-serta-manfaat-beras-merah-bagi-kesehatan.jpg
105;350;2,7;1,1;82,3;Beras Cerdas;https://1.bp.blogspot.com/-bI9SR2CfOMQ/VIuCEHs40eI/AAAAAAAAAK8/iE3VYEXXno8/s1600/1460018_556060297809682_917149226_n.jpg
559;350;6,2;1,4;78,2;Jampang huma mentah;https://assets.tokko.io/ff2dd45e-0891-49db-bf59-8cb4abad9ad1/products/images/4332adf2-41b4-4e4c-8a05-404d66b7d3b7
1050;350;7,5;2;75,5;Roti Gambang ;https://cdn0-production-images-kly.akamaized.net/TR6XRCpau_4ik-E3GDzTng6DDnU=/0x300:4496x2834/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3573373/original/099205200_1631765412-shutterstock_1786072643.jpg
141;348;4,7;0,1;82,1;Bihun mentah;https://asset.kompas.com/crops/dTUuoSNNMAy7MfUGn3xsMru6iQY=/0x0:1000x667/780x390/data/photo/2020/10/25/5f9537b7649a3.jpg
628;350;13,9;3;66,9;Kacang merah /banda kering;https://id-test-11.slatic.net/p/b97d57abeab6df73f51d9895a292c74d.jpg
720;357;41,1;10;25,6;Kerang dendeng mentah;https://4.bp.blogspot.com/-5I6Zu0DTOK8/V6wE5yIdA-I/AAAAAAAAJGY/SQEdOWqHUoEpdwm-J9RhQMDoXODT-zkrwCLcB/s1600/DK1x.jpg
910;345;8,5;2,2;78;Misoa;https://i0.wp.com/resepkoki.id/wp-content/uploads/2017/01/Resep-Misoa-goreng.jpg?fit=1896%2C1920&ssl=1
1065;347;0,9;0,3;85,2;Sagu lempeng;https://cdn2.tstatic.net/tribunnewswiki/foto/bank/images/sagu-lempengan.jpg
1259;347;35,9;20,6;29,9;Tepung Kacang Kedelai;https://www.melatiputrajaya.com/wp-content/uploads/2021/01/Tepung-Kedelai-sumber-SehatQ.jpg
940;351;11;5,3;65,9;Oncom kacang hijau + singkong;https://golali.id/wp-content/uploads/2023/02/Oncom-760x473.jpg
1260;347;0,3;0,1;85,6;Tepung Kentang;https://s1.bukalapak.com/bukalapak-kontenz-production/content_attachments/57746/original/kentang.jpg
370;347;1,3;0,7;83,8;Gatot;https://upload.wikimedia.org/wikipedia/commons/f/fb/19._Gathot_2.jpg
1185;347;0,5;0,9;84,2;Suwir-suwir;https://inagi.co.id/wp-content/uploads/2023/03/Ayam-Suwir-Pedas-Awet.jpg
1068;354;0,8;8,3;68,9;Sagu sinole;https://img-global.cpcdn.com/recipes/9051c1a3e2650c22/680x482cq70/kue-kering-sagu-keju-simple-dan-enak-foto-resep-utama.jpg
613;345;22,2;1,2;62,9;Kacang Ijo;https://cdn0-production-images-kly.akamaized.net/EfXY7zn0w4mfhomUUiKK4dlg2Cs=/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/704437/original/Kacang_Hijau_0714.jpg
624;346;16,5;1,5;66,6;Kacang lebui /iris kering;https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Cajanus_caja_080716-1078_ayot.jpg/640px-Cajanus_caja_080716-1078_ayot.jpg
612;346;16,6;1,7;66,1;Kacang hitam kering;https://s3.bukalapak.com/img/3905433584/large/1_kg_000000_Tausi_Douchi_Dou_chi_Black_Soy_Bean_Kacang_Hitam.jpg
342;345;12;1,5;71,5;Emping (kerupuk melinjo);https://cdns.klimg.com/merdeka.com/i/w/news/2020/09/24/1224077/540x270/cara-membuat-emping-melinjo-yang-gurih-dan-renyah-mudah-dipraktikkan.jpg
744;345;12;1,5;71,5;Kerupuk Melinjo mentah;https://s1.bukalapak.com/img/60256105411/large/data.png
989;345;23,8;1,4;59,3;Petis udang kering;https://i0.wp.com/harga.web.id/wp-content/uploads/Petis-Udang-1.jpg?fit=680%2C300&ssl=1
1277;365;23,7;22,3;17,5;Teri balado masakan;https://t-2.tstatic.net/medan/foto/bank/images/Resep-Balado-Teri-Kacang.jpg
328;348;0,4;3,8;76,1;Dodol galamai;https://cdn.idntimes.com/content-images/community/2021/01/101186477-721573788678961-609266625911808050-n-0b2e3fe55c98e8dc089991ca6127b017-d50f4f0a2cefd2131bdbae4fd41bbbef.jpg
780;344;12,5;2,1;69,4;Koro Roway biji;https://down-id.img.susercontent.com/file/fdde3aac7d03f1b5dd4ab9f5df4545d4
850;387;16;22;3;Leverwost (sosis hati);https://st3.depositphotos.com/1008077/13205/i/600/depositphotos_132052478-stock-photo-calf-liver-sausage.jpg
657;342;22,9;1,4;61,6;Kacang Tunggak (tolo);https://res.cloudinary.com/dk0z4ums3/image/upload/v1610970899/attached_image/jangan-lewatkan-5-manfaat-kacang-tolo-ini.jpg
840;372;12;29,4;14,4;Lemak ikan;https://statik.tempo.co/data/2017/08/15/id_632737/632737_620.jpg
954;342;2,3;0,1;83,1;Oyek (dari singkong);https://asset-a.grid.id/crop/0x0:0x0/780x800/photo/bobofoto/original/20348_nasi-oyek.JPG
626;344;16,7;2,1;64,6;Kacang mentega kering;https://asset.kompas.com/crops/9lQ0OMqPUCFReecNr0lCP8bJB-M=/128x85:1152x768/750x500/data/photo/2021/04/23/60826e8d1d256.jpg
611;339;20,8;2,1;64,6;Kacang hijau var. siwalik kering;https://cdns.klimg.com/merdeka.com/i/w/news/2019/10/28/1121036/540x270/7-alasan-konsumsi-kacang-hijau-baik-untuk-wanita.jpg
859;341;0,3;0;85;Maizena tepung;https://cf.shopee.co.id/file/f6160b3c0d2189ab6140e6a81c2168cb
590;341;30,4;3,2;51,3;Kacang babi kering;https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full//110/MTA-29695870/no_brand_bubuk_biji_koro_benguk_hitam_-_kacang_babi_-_kacang_kowas_kering_1_kg_full10_rcfasmvl.jpg
227;376;14,1;35;0;Daging Babi Kurus;https://png.pngtree.com/thumb_back/fw800/background/20220318/pngtree-photo-of-fresh-pork-and-lean-meat-image_1019860.jpg
1339;355;3,2;15,1;51,4;Wingko babat;https://awsimages.detik.net.id/community/media/visual/2023/03/30/resep-wingko-babat.jpeg?w=1200
126;339;7,7;4,4;73;Beras Menir;https://s1.bukalapak.com/img/11085064122/large/Beras_Menir_Kiloan.jpg
739;342;16;0,4;65,6;Kerupuk Ikan berpati;https://cdns.klimg.com/merdeka.com/i/w/news/2022/01/30/1402857/content_images/670x335/20220130223844-1-kerupuk-ikan-patin-001-fellyanda-suci-agiesta.jpg
781;338;22,2;1,5;61;Koro Wedus biji;https://ahligizi.id/blog/wp-content/uploads/2022/03/gude.jpg
1059;338;0,6;0,3;83,1;Sagu Ambon ;https://akcdn.detik.net.id/community/media/visual/2019/05/23/5d8019b4-a99b-4aea-a6e1-96be21f8e194_43.jpeg?w=250&q=
1262;338;2,9;0,4;80,6;Tepung Pisang;https://ik.imagekit.io/10tn5i0v1n/article/ab3eb1d96440ad0ca0329136ecf5a4aa.jpeg
522;347;48,8;6,4;19,6;Ikan Teri tepung;https://kbu-cdn.com/dk/wp-content/uploads/teri-kriuk.jpg
368;338;1,5;0,7;81,3;Gaplek;https://img-global.cpcdn.com/recipes/136bf6be239b77b2/1280x1280sq70/photo.webp
795;338;1,5;1,2;80,3;Kue bangket;https://asset.kompas.com/crops/1zdz3_jE_GfEVcRZKtgL2GokVrA=/0x0:1000x667/750x500/data/photo/2023/02/24/63f805fb8890f.jpeg
827;336;23,8;1,2;59,7;Lamtoro var. lokal dengan kulit;https://m.andrafarm.com/_andra_farm/gambar_rinci/534.jpg
572;334;9,7;3,5;73,4;Jawawut;https://cdn.idntimes.com/content-images/community/2019/06/jewawut-c5d88cea040490164bd3275c6903bfa3.jpg
131;335;7,4;1,9;76,2;Beras Pecah Kulit;https://media.savitri.co.id/content/uploads/2020/11/05111454/Beras-Pecah-Kulit-2-scaled.jpg
601;336;23,1;1,7;59,5;kacang galing segar;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQO_j0Sg_ZZ80_RJolJolWTEGad7VA92qgQPlzgyHiFkA4AbHc0XsxKxaiASj54WcIld-Q&usqp=CAU
627;336;23,1;1,7;59,5;Kacang Merah;https://static.honestdocs.id/system/blog_articles/main_hero_images/000/002/101/original/Manfaat_Kacang_Merah_Bagi_Kesehatan_dan_Kecantikan.jpg
51;371;14,1;35;0;Babi daging kurus segar;https://dialeksis.com/images/web/2022/10/daging-babi.jpeg
603;336;20,7;1,4;62;Kacang Gude biji;https://d39wptbp5at4nd.cloudfront.net/media/22860_original_IMG-20180318-WA0017.jpg
943;368;6,8;32;13,2;Oncom Merah Goreng ;https://asset.kompas.com/crops/h4_WZ8GncmYCpLRv-hrfwyr0_AQ=/0x0:1000x667/750x500/data/photo/2020/08/04/5f295a4cc469c.jpg
977;372;7,8;36,3;3,5;Pencok lele masakan;https://img-global.cpcdn.com/recipes/385569312441e99f/680x482cq70/pencok-lele-foto-resep-utama.jpg
378;350;1,4;14,4;53,6;Geplak;https://www.tuguwisata.com/wp-content/uploads/2017/10/chefjourneys_3_10_2017_14_6_38_173.jpg
208;332;11;3,3;73;Centel;https://img.freepik.com/free-photo/heap-millet-seeds-dark-background_1150-38166.jpg?w=1060&t=st=1683885686~exp=1683886286~hmac=d9a1010ca20cfd33db12bc7a1c50098ab7bba4f439fd6de5ee690bc62d2f9230
1074;324;4,2;34,3;55,6;Santan (kelapa saja);https://www.rumahmesin.com/wp-content/uploads/2016/11/ngalor-ngidul-menyoal-santan-kelapa-1024x538.jpg
649;360;13,5;31,2;12,8;Kacang Tanah rebus berkulit;https://www.wikihow.com/images/8/85/Boil-Peanuts-Step-14-Version-2.jpg
187;336;37,4;13;30,5;Bungkil Kacang Tanah;https://images.tokopedia.net/img/cache/700/VqbcmM/2021/10/20/34e1ca8b-cb9d-46ae-8088-0c9ea431f9f6.jpg
757;340;11;11;54;Ketapang ;https://cdn0-production-images-kly.akamaized.net/bEFvWpDkZsFCndvlKQ2liamvXwM=/0x287:3046x2004/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3989958/original/069432700_1649474910-biji_ketapang.jpg
